id,name,country id,created_at,updated_at
918,Brestskaya Voblastsa,74,null,null
919,Kian Giang,28,null,null
920,SAc TrAüng,28,null,null
921,Qyzylorda,97,null,null
922,Plaines Wilhems,137,null,null
923,Chagang,42,null,null
924,DiyAlA,32,null,null
925,DumyAAe,10,null,null
926,Aomori,1,null,null
927,Chernivetsaka Oblasta,54,null,null
928,Cherkasaka Oblasta,54,null,null
929,New Jersey,2,null,null
930,Iwate,1,null,null
931,Al AnbAr,32,null,null
932,Sumsaka Oblasta,54,null,null
933,Swansea,18,null,null
934,ThiAs,55,null,null
935,Benue,16,null,null
936,Niger,16,null,null
937,Podlaskie,52,null,null
938,Mbeya,50,null,null
939,Sardegna,41,null,null
940,PayAèngbuk,42,null,null
941,Azuay,56,null,null
942,Rangpur,7,null,null
943,Bago,36,null,null
944,Barinas,49,null,null
945,Negros Occidental,11,null,null
946,Mizoram,4,null,null
947,Nusa Tenggara Timur,17,null,null
948,Zhytomyrsaka Oblasta,54,null,null
949,Tungurahua,56,null,null
950,GolestAn,20,null,null
951,Batna,40,null,null
952,Tacna,19,null,null
953,Tacloban,11,null,null
954,Cotabato,11,null,null
955,Rize,13,null,null
956,Ica,19,null,null
957,SumqayAt,64,null,null
958,Kaolack,55,null,null
959,Kostromskaya Oblasta,12,null,null
960,Aquateur,21,null,null
961,SActif,40,null,null
962,Navarre,27,null,null
963,Ubon Ratchathani,25,null,null
964,GuantAnamo,62,null,null
965,Blackpool,18,null,null
966,Sulawesi Barat,17,null,null
967,Yamagata,1,null,null
968,ElazAAY,13,null,null
969,MAzandarAn,20,null,null
970,Gombe,16,null,null
971,Limpopo,38,null,null
972,SchleswigHolstein,39,null,null
973,SkAùne,95,null,null
974,KasaA,21,null,null
975,Taninthayi,36,null,null
976,AraucanAa,26,null,null
977,Vaud,96,null,null
978,Kareliya,12,null,null
979,Manipur,4,null,null
980,Sivas,13,null,null
981,Al BuAenAn,60,null,null
982,Steiermark,59,null,null
983,Maniema,21,null,null
984,AqtAbe,97,null,null
985,Entre RAos,8,null,null
986,BalAkesir,13,null,null
987,Portuguesa,49,null,null
988,Sakarya,13,null,null
989,Kunduz,43,null,null
990,Pirkanmaa,101,null,null
991,Cauca,22,null,null
992,Nonthaburi,25,null,null
993,aaaramawt,68,null,null
994,Acre,5,null,null
995,Debub,136,null,null
996,Manica,85,null,null
997,LAcm Aêang,28,null,null
998,Yobe,16,null,null
999,SassandraMarahouAc,37,null,null
1000,Rivnensaka Oblasta,54,null,null
1001,Alaska,2,null,null
1002,North Darfur,33,null,null
1003,DirA Dawa,47,null,null
1004,Khon Kaen,25,null,null
1005,Morogoro,50,null,null
1006,Villa Clara,62,null,null
1007,Arua,87,null,null
1008,Quaeng NgAei,28,null,null
1009,NiA,105,null,null
1010,Luzern,96,null,null
1011,Kirovohradsaka Oblasta,54,null,null
1012,Manicaland,78,null,null
1013,JalalAbad,122,null,null
1014,BAˇ RaE?aVAcng TAˇu,28,null,null
1015,Fukui,1,null,null
1016,BorsodAbaAjZemplAcn,77,null,null
1017,Plymouth,18,null,null
1018,Udon Thani,25,null,null
1019,Oruro,66,null,null
1020,Kongo Central,21,null,null
1021,Podkarpackie,52,null,null
1022,Puno,19,null,null
1023,Ternopilasaka Oblasta,54,null,null
1024,BAnh DAEAEng,28,null,null
1025,Manisa,13,null,null
1026,Gangwon,15,null,null
1027,Nam AêaE?nh,28,null,null
1028,NeuquAcn,8,null,null
1029,IvanoFrankivsaka Oblasta,54,null,null
1030,Laguna,11,null,null
1031,Midtjylland,107,null,null
1032,Ayeyawady,36,null,null
1033,Sylhet,7,null,null
1034,Qostanay,97,null,null
1035,KoAickA,142,null,null
1036,CentreVal de Loire,14,null,null
1037,Luton,18,null,null
1038,Sakha (Yakutiya),12,null,null
1039,Jizzax,61,null,null
1040,Tocantins,5,null,null
1041,Roraima,5,null,null
1042,Jubbada Hoose,103,null,null
1043,Ibb,68,null,null
1044,Lebap,131,null,null
1045,FalcAn,49,null,null
1046,Zacatecas,3,null,null
1047,Santa Ana,86,null,null
1048,El Beni,66,null,null
1049,Libertador General Bernardo OaHiggins,26,null,null
1050,Maradi,117,null,null
1051,Prahova,70,null,null
1052,Nakhon Si Thammarat,25,null,null
1053,Adamaoua,71,null,null
1054,HajdABihar,77,null,null
1055,New Hampshire,2,null,null
1056,Komi,12,null,null
1057,Zinder,117,null,null
1058,QoraqalpogaEiston,61,null,null
1059,SaxonyAnhalt,39,null,null
1060,Tlemcen,40,null,null
1061,DrAcaTafilalet,45,null,null
1062,SoltAstik Qazaqstan,97,null,null
1063,TarapacA,26,null,null
1064,Yanggang,42,null,null
1065,Puducherry,4,null,null
1066,Zamfara,16,null,null
1067,Kepulauan Riau,17,null,null
1068,Chon Buri,25,null,null
1069,Sagaing,36,null,null
1070,Chechnya,12,null,null
1071,Sikasso,80,null,null
1072,Adamawa,16,null,null
1073,Novi Sad,105,null,null
1074,Southern Province,121,null,null
1075,Skikda,40,null,null
1076,Bac LiAu,28,null,null
1077,Tanga,50,null,null
1078,AdAyaman,13,null,null
1079,Colima,3,null,null
1080,Al audAd ash ShamAlAyah,35,null,null
1081,"Srpska, Republika",133,null,null
1082,NaZAcrAckorAc,81,null,null
1083,Formosa,8,null,null
1084,Amurskaya Oblasta,12,null,null
1085,Nueva Ecija,11,null,null
1086,Tibet,6,null,null
1087,GabAs,58,null,null
1088,BaghlAn,43,null,null
1089,Novgorodskaya Oblasta,12,null,null
1090,Est,71,null,null
1091,Brandenburg,39,null,null
1092,Higuamo,63,null,null
1093,Surxondaryo,61,null,null
1094,GilgitBaltistan,9,null,null
1095,Groningen,88,null,null
1096,FriuliVenezia Giulia,41,null,null
1097,A?wiAtokrzyskie,52,null,null
1098,Imo,16,null,null
1099,Navoiy,61,null,null
1100,SplitskoDalmatinska Aupanija,132,null,null
1101,Bihor,70,null,null
1102,Volynsaka Oblasta,54,null,null
1103,ManabA,56,null,null
1104,Hordaland,123,null,null
1105,BrAüila,70,null,null
1106,El Oro,56,null,null
1107,SouthWest,71,null,null
1108,KArAkkale,13,null,null
1109,aEAsAr,35,null,null
1110,BasSassandra,37,null,null
1111,Toamasina,76,null,null
1112,ThABAnh,28,null,null
1113,Batys Qazaqstan,97,null,null
1114,Bretagne,14,null,null
1115,Cantabria,27,null,null
1116,Sidi Bel AbbAs,40,null,null
1117,KhorAsAne ShomAlA,20,null,null
1118,Yuma,63,null,null
1119,aajjah,68,null,null
1120,Benguela,31,null,null
1121,Ilocos Norte,11,null,null
1122,AEmara,47,null,null
1123,Southern,46,null,null
1124,Salzburg,59,null,null
1125,Tanganyika,21,null,null
1126,Maine,2,null,null
1127,Campeche,3,null,null
1128,North Dakota,2,null,null
1129,Madeira,51,null,null
1130,Lampang,25,null,null
1131,ColAn,94,null,null
1132,ZIsufAr,130,null,null
1133,Las Tunas,62,null,null
1134,Tripura,4,null,null
1135,Thuringia,39,null,null
1136,MecklenburgWestern Pomerania,39,null,null
1137,Donga,126,null,null
1138,BarisAl,7,null,null
1139,Biskra,40,null,null
1140,Pskovskaya Oblasta,12,null,null
1141,Al Marqab,60,null,null
1142,San Miguel,86,null,null
1143,Helmand,43,null,null
1144,DaAYoguz,131,null,null
1145,Al Gedaref,33,null,null
1146,Rivera,79,null,null
1147,Hodh ech Chargui,129,null,null
1148,Az ZAwiyah,60,null,null
1149,FAryAb,43,null,null
1150,BacAüu,70,null,null
1151,Kyyivsaka Oblasta,54,null,null
1152,Saskatchewan,29,null,null
1153,AydAn,13,null,null
1154,SudUbangi,21,null,null
1155,Thanh HAa,28,null,null
1156,Yamanashi,1,null,null
1157,Maule,26,null,null
1158,Cartago,93,null,null
1159,Nueva Esparta,49,null,null
1160,Burgas,98,null,null
1161,West Virginia,2,null,null
1162,MayoKAcbbi Est,112,null,null
1163,Kalimantan Utara,17,null,null
1164,Oxfordshire,18,null,null
1165,Granma,62,null,null
1166,KlaipA?dos Miestas,140,null,null
1167,Ziguinchor,55,null,null
1168,DhamAr,68,null,null
1169,Trujillo,49,null,null
1170,Norfolk,18,null,null
1171,Butuan,11,null,null
1172,Baja California Sur,3,null,null
1173,Aberdeen City,18,null,null
1174,Quaeng BAnh,28,null,null
1175,Lomami,21,null,null
1176,ZambAczia,85,null,null
1177,Cork,109,null,null
1178,Borgou,126,null,null
1179,Catamarca,8,null,null
1180,Mostaganem,40,null,null
1181,CsongrAd,77,null,null
1182,Maluku Utara,17,null,null
1183,Kamchatskiy Kray,12,null,null
1184,Pinar del RAo,62,null,null
1185,WarmiAskoMazurskie,52,null,null
1186,Cienfuegos,62,null,null
1187,River Nile,33,null,null
1188,Baranya,77,null,null
1189,Blue Nile,33,null,null
1190,Arica y Parinacota,26,null,null
1191,KAtahya,13,null,null
1192,Ruse,98,null,null
1193,Tiaret,40,null,null
1194,Fianarantsoa,76,null,null
1195,Imereti,104,null,null
1196,Tarlac,11,null,null
1197,Aorum,13,null,null
1198,Midlands,78,null,null
1199,Al MinAfAyah,10,null,null
1200,AtyraA,97,null,null
1201,Calabria,41,null,null
1202,An NuqAAe al Khams,60,null,null
1203,South Dakota,2,null,null
1204,PotosA,66,null,null
1205,Ninh Thua?n,28,null,null
1206,Rakhine State,36,null,null
1207,North West,38,null,null
1208,Mary,131,null,null
1209,ShamAl SAnAa,10,null,null
1210,Savanes,37,null,null
1211,Ar Raqqah,53,null,null
1212,El Oued,40,null,null
1213,South Kordofan,33,null,null
1214,SzabolcsSzatmArBereg,77,null,null
1215,Sakhalinskaya Oblasta,12,null,null
1216,Ouargla,40,null,null
1217,VarsinaisSuomi,101,null,null
1218,Sud,69,null,null
1219,Wakiso,87,null,null
1220,Taitung,24,null,null
1221,HArerA Hizb,47,null,null
1222,Al MuthannA,32,null,null
1223,Los Lagos,26,null,null
1224,LibanSud,73,null,null
1225,HimAchal Pradesh,4,null,null
1226,Rogaland,123,null,null
1227,Esmeraldas,56,null,null
1228,Litoral,163,null,null
1229,Quaeng Ninh,28,null,null
1230,Chimborazo,56,null,null
1231,Isparta,13,null,null
1232,TAcbessa,40,null,null
1233,Kragujevac,105,null,null
1234,ArgeAY,70,null,null
1235,PrimorskoGoranska Aupanija,132,null,null
1236,Djelfa,40,null,null
1237,ACEaAçak,105,null,null
1238,BourgogneFrancheComtAc,14,null,null
1239,Al Marj,60,null,null
1240,Papua,17,null,null
1241,MoyenChari,112,null,null
1242,Arad,70,null,null
1243,BAshehr,20,null,null
1244,Sonsonate,86,null,null
1245,Ormoc,11,null,null
1246,Khakasiya,12,null,null
1247,Al QalyAbAyah,10,null,null
1248,Artibonite,69,null,null
1249,Ayacucho,19,null,null
1250,San Fernando,150,null,null
1251,HAˇ TAcnh,28,null,null
1252,Sulawesi Tenggara,17,null,null
1253,Northern Cape,38,null,null
1254,Elbasan,118,null,null
1255,Nantou,24,null,null
1256,Banten,17,null,null
1257,LeAn,116,null,null
1258,Kigoma,50,null,null
1259,PlzeAskA Kraj,99,null,null
1260,Phitsanulok,25,null,null
1261,Dagupan,11,null,null
1262,DytikA EllAda,44,null,null
1263,Cibao Sur,63,null,null
1264,West Darfur,33,null,null
1265,AcarAeAs,53,null,null
1266,La Rioja,8,null,null
1267,BoyacA,22,null,null
1268,Coquimbo,26,null,null
1269,Raas al Khaymah,89,null,null
1270,Upper Nile,169,null,null
1271,Mongala,21,null,null
1272,Shan State,36,null,null
1273,Los RAos,26,null,null
1274,Zamboanga del Sur,11,null,null
1275,YamaloNenetskiy Avtonomnyy Okrug,12,null,null
1276,Tarija,66,null,null
1277,MAcdenine,58,null,null
1278,Maldonado,79,null,null
1279,York,18,null,null
1280,AZalAac ad DAn,32,null,null
1281,Adygeya,12,null,null
1282,OuaddaA,112,null,null
1283,Syddanmark,107,null,null
1284,HuAnuco,19,null,null
1285,CastilleLa Mancha,27,null,null
1286,Surat Thani,25,null,null
1287,Al Baacr al Aacmar,10,null,null
1288,HautUAclAc,21,null,null
1289,Puerto Princesa,11,null,null
1290,StAnga Nistrului,134,null,null
1291,Afyonkarahisar,13,null,null
1292,Zonguldak,13,null,null
1293,Shimane,1,null,null
1294,Logone Occidental,112,null,null
1295,Eastern,65,null,null
1296,ShkodAr,118,null,null
1297,Sibiu,70,null,null
1298,Ajaria,104,null,null
1299,Minskaya Voblastsa,74,null,null
1300,Tirol,59,null,null
1301,Ordu,13,null,null
1302,Hwangbuk,42,null,null
1303,Battambang,82,null,null
1304,Mpumalanga,38,null,null
1305,Mahajanga,76,null,null
1306,Pathum Thani,25,null,null
1307,Tottori,1,null,null
1308,Valdesia,63,null,null
1309,LemesAs,157,null,null
1310,AlAm,20,null,null
1311,UAYak,13,null,null
1312,Mardin,13,null,null
1313,Cibao Nordeste,63,null,null
1314,Dundee City,18,null,null
1315,BAülAei,134,null,null
1316,ShamAl al BAAeinah,130,null,null
1317,Zakarpatsaka Oblasta,54,null,null
1318,Trans Nzoia,48,null,null
1319,Xorazm,61,null,null
1320,Yilan,24,null,null
1321,Miaoli,24,null,null
1322,Tororo,87,null,null
1323,Pattani,25,null,null
1324,Masila,40,null,null
1325,AEnseba,136,null,null
1326,Aêang ThAp,28,null,null
1327,MureAY,70,null,null
1328,Umbria,41,null,null
1329,Shirak,102,null,null
1330,Kalimantan Tengah,17,null,null
1331,Waikato,90,null,null
1332,Yala,25,null,null
1333,Diourbel,55,null,null
1334,Jijel,40,null,null
1335,Lang SAEn,28,null,null
1336,Trang,25,null,null
1337,MAcdAca,40,null,null
1338,MangghystaA,97,null,null
1339,El Progreso,111,null,null
1340,Montagnes,37,null,null
1341,Gulu,87,null,null
1342,Al Jabal al GharbA,60,null,null
1343,Imbabura,56,null,null
1344,Matanzas,62,null,null
1345,Tabora,50,null,null
1346,DaraEA,53,null,null
1347,AtlAntida,113,null,null
1348,Phra Nakhon Si Ayutthaya,25,null,null
1349,Machakos,48,null,null
1350,Kairouan,58,null,null
1351,FejAcr,77,null,null
1352,Tizi Ouzou,40,null,null
1353,Kafr ash Shaykh,10,null,null
1354,Al WAhIsAt,60,null,null
1355,Suffolk,18,null,null
1356,Stara Zagora,98,null,null
1357,BAcchar,40,null,null
1358,Gia Lai,28,null,null
1359,Cajamarca,19,null,null
1360,SemAnawA Kaeyih BahrA,136,null,null
1361,DurrAs,118,null,null
1362,SaAda,40,null,null
1363,Ciego de AÅvila,62,null,null
1364,Gelderland,88,null,null
1365,Phuket,25,null,null
1366,Melilla,27,null,null
1367,GhaznA,43,null,null
1368,Chubut,8,null,null
1369,Al BalqAa,108,null,null
1370,LabAc,81,null,null
1371,Peterborough,18,null,null
1372,Extremadura,27,null,null
1373,Bordj Bou ArrAcridj,40,null,null
1374,Bizerte,58,null,null
1375,Kachin State,36,null,null
1376,Chinandega,116,null,null
1377,Long An,28,null,null
1378,Pasco,19,null,null
1379,KrAti,44,null,null
1380,PohjoisPohjanmaa,101,null,null
1381,MaramureAY,70,null,null
1382,GyArMosonSopron,77,null,null
1383,Lira,87,null,null
1384,Clarendon,114,null,null
1385,Souk Ahras,40,null,null
1386,AˇiauliA Miestas,140,null,null
1387,La Guajira,22,null,null
1388,Mara,50,null,null
1389,YeDebub BihAroch BihAreseboch na Hizboch,47,null,null
1390,Namibe,31,null,null
1391,PetAcn,111,null,null
1392,SemnAn,20,null,null
1393,AZles du Vent,209,null,null
1394,Newfoundland and Labrador,29,null,null
1395,Opolskie,52,null,null
1396,TrAˇ Vinh,28,null,null
1397,Morobe,151,null,null
1398,BuzAüu,70,null,null
1399,Ninh BAnh,28,null,null
1400,CaquetA,22,null,null
1401,Cundinamarca,22,null,null
1402,Sennar,33,null,null
1403,Masaya,116,null,null
1404,Bay,103,null,null
1405,Tokat,13,null,null
1406,Erzincan,13,null,null
1407,Tete,85,null,null
1408,Atacama,26,null,null
1409,ChahAr MaacAl va BakhtAArA,20,null,null
1410,Aqmola,97,null,null
1411,Idlib,53,null,null
1412,Gaza,85,null,null
1413,HautLomami,21,null,null
1414,ThessalAa,44,null,null
1415,KarabAk,13,null,null
1416,Cambridgeshire,18,null,null
1417,Al Jawf,35,null,null
1418,Surt,60,null,null
1419,Al aasakah,53,null,null
1420,Darnah,60,null,null
1421,GAhDjiboua,37,null,null
1422,Andaman and Nicobar Islands,4,null,null
1423,PanevA?Aio Miestas,140,null,null
1424,Western Bahr el Ghazal,169,null,null
1425,Nasarawa,16,null,null
1426,Sancti SpAritus,62,null,null
1427,Magway,36,null,null
1428,Gafsa,58,null,null
1429,Edirne,13,null,null
1430,Ruvuma,50,null,null
1431,TAcy Ninh,28,null,null
1432,Loja,56,null,null
1433,Saint James,114,null,null
1434,Kepulauan Bangka Belitung,17,null,null
1435,Malanje,31,null,null
1436,FryslAcn,88,null,null
1437,HuAla,31,null,null
1438,Papua Barat,17,null,null
1439,GhardaAa,40,null,null
1440,ZlAnskA Kraj,99,null,null
1441,TiaEÅn Giang,28,null,null
1442,Guelma,40,null,null
1443,SAcgou,80,null,null
1444,Apure,49,null,null
1445,Limburg,88,null,null
1446,TekirdaAY,13,null,null
1447,Nordjylland,107,null,null
1448,Bay of Plenty,90,null,null
1449,Montana,2,null,null
1450,Karaman,13,null,null
1451,Inhambane,85,null,null
1452,Tetovo,141,null,null
1453,Pleven,98,null,null
1454,Lubuskie,52,null,null
1455,North Central,158,null,null
1456,SetAbal,51,null,null
1457,Nakhon Pathom,25,null,null
1458,Centrale,83,null,null
1459,Agadez,117,null,null
1460,Taraba,16,null,null
1461,Otago,90,null,null
1462,Magallanes y de la AntArtica Chilena,26,null,null
1463,Leningradskaya Oblasta,12,null,null
1464,GuArico,49,null,null
1465,Chiang Rai,25,null,null
1466,Kindia,81,null,null
1467,Gao,80,null,null
1468,OgoouAcMaritime,138,null,null
1469,BokAc,81,null,null
1470,KarachayevoCherkesiya,12,null,null
1471,Tahoua,117,null,null
1472,Delaware,2,null,null
1473,Toliara,76,null,null
1474,GuelmimOued Noun,45,null,null
1475,Nabeul,58,null,null
1476,Cagayan,11,null,null
1477,BotoAYani,70,null,null
1478,BiAc,31,null,null
1479,Maribor,148,null,null
1480,Siirt,13,null,null
1481,Kankan,81,null,null
1482,BAcsKiskun,77,null,null
1483,Laghouat,40,null,null
1484,Akershus,123,null,null
1485,Devon,18,null,null
1486,ChAy,122,null,null
1487,Satu Mare,70,null,null
1488,Nakhon Sawan,25,null,null
1489,Iringa,50,null,null
1490,Overijssel,88,null,null
1491,Daugavpils Novads,128,null,null
1492,La Pampa,8,null,null
1493,Shabeellaha Dhexe,103,null,null
1494,Balkan,131,null,null
1495,Cabo Delgado,85,null,null
1496,Manzini,172,null,null
1497,Bouira,40,null,null
1498,ChiriquA,94,null,null
1499,Niassa,85,null,null
1500,Alibori,126,null,null
1501,Vas,77,null,null
1502,Siem Reap,82,null,null
1503,JAszNagykunSzolnok,77,null,null
1504,Tumbes,19,null,null
1505,Matagalpa,116,null,null
1506,Somogy,77,null,null
1507,Mopti,80,null,null
1508,Vermont,2,null,null
1509,Tyva,12,null,null
1510,Mascara,40,null,null
1511,Kebbi,16,null,null
1512,Western Kordofan,33,null,null
1513,EstelA,116,null,null
1514,TrentinoAlto Adige,41,null,null
1515,Escuintla,111,null,null
1516,VAclcea,70,null,null
1517,Shinyanga,50,null,null
1518,VAstmanland,95,null,null
1519,Louangphabang,127,null,null
1520,PardubickA Kraj,99,null,null
1521,Ratchaburi,25,null,null
1522,Kalmykiya,12,null,null
1523,Yunlin,24,null,null
1524,Coimbra,51,null,null
1525,MehedinAei,70,null,null
1526,Suceava,70,null,null
1527,Salto,79,null,null
1528,AZaaEdah,68,null,null
1529,DebubawA Kaeyih BahrA,136,null,null
1530,Kon Tum,28,null,null
1531,Ticino,96,null,null
1532,HAa BAnh,28,null,null
1533,Granada,116,null,null
1534,JAzAn,35,null,null
1535,Vrancea,70,null,null
1536,Nong Khai,25,null,null
1537,Tigray,47,null,null
1538,ComoAc,37,null,null
1539,Niari,91,null,null
1540,PaktiyA,43,null,null
1541,MaAerAac,10,null,null
1542,VAcnh Long,28,null,null
1543,Amambay,72,null,null
1544,Champasak,127,null,null
1545,Capiz,11,null,null
1546,NeamAe,70,null,null
1547,LibereckA Kraj,99,null,null
1548,Ad DAkhilAyah,130,null,null
1549,OlomouckA Kraj,99,null,null
1550,Lorri,102,null,null
1551,Tartumaa,144,null,null
1552,Oum el Bouaghi,40,null,null
1553,Marche,41,null,null
1554,Kagera,50,null,null
1555,SabhA,60,null,null
1556,Subotica,105,null,null
1557,Chanthaburi,25,null,null
1558,Choluteca,113,null,null
1559,Kiambu,48,null,null
1560,Giresun,13,null,null
1561,Kericho,48,null,null
1562,JihoAçeskA Kraj ,99,null,null
1563,PAijAtHAme,101,null,null
1564,A?rebro,95,null,null
1565,KeskiSuomi,101,null,null
1566,Misamis Occidental,11,null,null
1567,BrodskoPosavska Aupanija,132,null,null
1568,Mangochi,135,null,null
1569,LaAriana,58,null,null
1570,OngtAstik Qazaqstan,97,null,null
1571,Gorj,70,null,null
1572,KohgAlAyeh va Bowyer Aacmad,20,null,null
1573,Ituri,21,null,null
1574,A?stergAtland,95,null,null
1575,Bolu,13,null,null
1576,Mtwara,50,null,null
1577,YAn BAi,28,null,null
1578,Saint Andrew,114,null,null
1579,Sliven,98,null,null
1580,Sirdaryo,61,null,null
1581,Magadanskaya Oblasta,12,null,null
1582,KrAlovAchradeckA Kraj,99,null,null
1583,OsjeAçkoBaranjska Aupanija,132,null,null
1584,Al aEAqabah,108,null,null
1585,Cotopaxi,56,null,null
1586,Dobrich,98,null,null
1587,NaxAsAvan,64,null,null
1588,PreAovskA,142,null,null
1589,KArAYehir,13,null,null
1590,Al Fujayrah,89,null,null
1591,A?steckA Kraj,99,null,null
1592,Kilifi,48,null,null
1593,JowzjAn,43,null,null
1594,Bath and North East Somerset,18,null,null
1595,Northern Territory,34,null,null
1596,Province Sud,210,null,null
1597,Volta,65,null,null
1598,ChocA,22,null,null
1599,Tulcea,70,null,null
1600,NAgAland,4,null,null
1601,PohjoisSavo,101,null,null
1602,Cabinda,31,null,null
1603,NiAYde,13,null,null
1604,Buskerud,123,null,null
1605,New Brunswick,29,null,null
1606,KArnten,59,null,null
1607,Phetchaburi,25,null,null
1608,Enriquillo,63,null,null
1609,Limerick,109,null,null
1610,Francistown,159,null,null
1611,JAnkAping,95,null,null
1612,VlorA,118,null,null
1613,Cheshire West and Chester,18,null,null
1614,Tambacounda,55,null,null
1615,Rukwa,50,null,null
1616,DAcmboviAea,70,null,null
1617,CaaguazA,72,null,null
1618,Yozgat,13,null,null
1619,AAYrA,13,null,null
1620,Surigao del Norte,11,null,null
1621,Aanakkale,13,null,null
1622,AilinskA,142,null,null
1623,CentreOuest,100,null,null
1624,Shumen,98,null,null
1625,Mono,126,null,null
1626,Dakhlet Nouadhibou,129,null,null
1627,Northern Province,121,null,null
1628,Bitola,141,null,null
1629,Açpeiros,44,null,null
1630,Huehuetenango,111,null,null
1631,Chumphon,25,null,null
1632,LiepAja,128,null,null
1633,Louga,55,null,null
1634,LimAn,93,null,null
1635,SavannakhAct,127,null,null
1636,Mbarara,87,null,null
1637,Derry and Strabane,18,null,null
1638,Western Province,121,null,null
1639,Atlantique,126,null,null
1640,CaraAYSeverin,70,null,null
1641,Kampong Cham,82,null,null
1642,Carchi,56,null,null
1643,Antsiranana,76,null,null
1644,Amasya,13,null,null
1645,MuAY,13,null,null
1646,Nan,25,null,null
1647,Pernik,98,null,null
1648,ManawatuWanganui,90,null,null
1649,Chimaltenango,111,null,null
1650,BanskobystrickA,142,null,null
1651,Kilis,13,null,null
1652,Fier,118,null,null
1653,Upper East,65,null,null
1654,Zou,126,null,null
1655,Kasserine,58,null,null
1656,Abkhazia,104,null,null
1657,BistriAeaNAüsAüud,70,null,null
1658,Zomba,135,null,null
1659,Atacora,126,null,null
1660,Tasmania,34,null,null
1661,Plateaux,83,null,null
1662,BingAl,13,null,null
1663,Al Karak,108,null,null
1664,NabatAyAc,73,null,null
1665,Prachin Buri,25,null,null
1666,Haskovo,98,null,null
1667,Orhon,120,null,null
1668,PaysandA,79,null,null
1669,Olt,70,null,null
1670,Wyoming,2,null,null
1671,Ceuta,27,null,null
1672,VAsterbotten,95,null,null
1673,BAcqaa,73,null,null
1674,Upper West,65,null,null
1675,Sikkim,4,null,null
1676,HakkAcri,13,null,null
1677,Kars,13,null,null
1678,Kayes,80,null,null
1679,Cojedes,49,null,null
1680,Khammouan,127,null,null
1681,Satakunta,101,null,null
1682,Yaracuy,49,null,null
1683,Uttaradit,25,null,null
1684,Masvingo,78,null,null
1685,Sakon Nakhon,25,null,null
1686,Yevreyskaya Avtonomnaya Oblasta,12,null,null
1687,Tamanrasset,40,null,null
1688,Galway,109,null,null
1689,NevAYehir,13,null,null
1690,Kampong Chhnang,82,null,null
1691,Inverclyde,18,null,null
1692,VArmland,95,null,null
1693,Prey Veng,82,null,null
1694,Assaba,129,null,null
1695,FarAh,43,null,null
1696,Katavi,50,null,null
1697,Telemark,123,null,null
1698,CAülAüraAYi,70,null,null
1699,El Valle,63,null,null
1700,Lagunes,37,null,null
1701,Cumbria,18,null,null
1702,As SuwaydAa,53,null,null
1703,Vratsa,98,null,null
1704,Monastir,58,null,null
1705,AankArA,13,null,null
1706,Zadarska Aupanija,132,null,null
1707,Salima,135,null,null
1708,Mamou,81,null,null
1709,Comayagua,113,null,null
1710,Muyinga,147,null,null
1711,Sara Buri,25,null,null
1712,AZirvan,64,null,null
1713,SAeo Vicente,167,null,null
1714,Sankt Gallen,96,null,null
1715,North Yorkshire,18,null,null
1716,KomAromEsztergom,77,null,null
1717,Kastamonu,13,null,null
1718,YsykKAl,122,null,null
1719,Lobatse,159,null,null
1720,TrnavskA,142,null,null
1721,TotonicapAn,111,null,null
1722,PhA YAn,28,null,null
1723,Kolda,55,null,null
1724,Arauca,22,null,null
1725,Vaslui,70,null,null
1726,CaAar,56,null,null
1727,Giurgiu,70,null,null
1728,Basilicata,41,null,null
1729,South Ayrshire,18,null,null
1730,Tombouctou,80,null,null
1731,GAvleborg,95,null,null
1732,Narathiwat,25,null,null
1733,Artemisa,62,null,null
1734,Putrajaya,57,null,null
1735,Samar,11,null,null
1736,Garissa,48,null,null
1737,El Bayadh,40,null,null
1738,Lacs,37,null,null
1739,Kasese,87,null,null
1740,Jelgavas Novads,128,null,null
1741,LAˇo Cai,28,null,null
1742,Madre de Dios,19,null,null
1743,Lobaye,124,null,null
1744,NAlAt,60,null,null
1745,Laacij,68,null,null
1746,Burdur,13,null,null
1747,Alba,70,null,null
1748,Goa,4,null,null
1749,Masaka,87,null,null
1750,BAckAcs,77,null,null
1751,Alta Verapaz,111,null,null
1752,NorthWestern,92,null,null
1753,AZEki,64,null,null
1754,BadakhshAn,43,null,null
1755,SuchitepAcquez,111,null,null
1756,TakhAr,43,null,null
1757,Zrenjanin,105,null,null
1758,Perlis,57,null,null
1759,VestAgder,123,null,null
1760,Kanchanaburi,25,null,null
1761,Samut Sakhon,25,null,null
1762,Kakamega,48,null,null
1763,Cahul,134,null,null
1764,Kweneng,159,null,null
1765,SAülaj,70,null,null
1766,Ouham,124,null,null
1767,Belize,193,null,null
1768,Hiiraan,103,null,null
1769,Bitlis,13,null,null
1770,Tataouine,58,null,null
1771,Surin,25,null,null
1772,Singida,50,null,null
1773,Drenthe,88,null,null
1774,Ouaka,124,null,null
1775,VeszprAcm,77,null,null
1776,Madang,151,null,null
1777,Zala,77,null,null
1778,BAmyAn,43,null,null
1779,MambAcrAcKadAcA,124,null,null
1780,Mashonaland West,78,null,null
1781,Azores,51,null,null
1782,Faro,51,null,null
1783,Mudug,103,null,null
1784,Casanare,22,null,null
1785,Nelson,90,null,null
1786,Covasna,70,null,null
1787,Kogi,16,null,null
